DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA ,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
140512532,7/25/2014 0:00,7/25/2014 0:00,1744,5,Harbor,529,1,110,CRIMINAL HOMICIDE,0411 0202 0424,34,M,W,108,PARKING LOT,223,UNKNOWN TYPE CUTTING INSTRUMENT,AA,Adult Arrest,110,,,,600 N  AVALON                       BL,,33.7771,-118.2622
141805986,8/11/2014 0:00,8/11/2014 0:00,1705,18,Southeast,1806,1,110,CRIMINAL HOMICIDE,1313 0906 0342 1309 1100 0430 1402,40,M,H,103,ALLEY,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110,,,,9000 S  AVALON                       BL,,33.9547,-118.2651
141201001,12/15/2014 0:00,12/13/2014 0:00,2125,12,77th Street,1211,1,110,CRIMINAL HOMICIDE,0395 0302 0334 0342 0430 1100 1402 1407 1822 0906,35,M,B,735,NIGHT CLUB (OPEN EVENINGS ONLY),102,HAND GUN,AA,Adult Arrest,110,,,,2300 W  54TH                         ST,,33.9932,-118.3182
141217251,7/27/2014 0:00,7/27/2014 0:00,215,12,77th Street,1241,1,110,CRIMINAL HOMICIDE,1223 1100 0430 0302 0906 1270 1402 1407,27,M,B,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,110,,,,6300    CRENSHAW                     BL,,33.9829,-118.3309
141219610,9/1/2014 0:00,9/1/2014 0:00,1405,12,77th Street,1248,1,110,CRIMINAL HOMICIDE,0906 0430 1309,26,M,B,247,CAR WASH,101,REVOLVER,AA,Adult Arrest,110,,,,900 W  FLORENCE                     AV,,33.9746,-118.2892
140913541,7/22/2014 0:00,7/22/2014 0:00,500,9,Van Nuys,941,1,110,CRIMINAL HOMICIDE,1100 0906 0411 0430,48,M,H,101,STREET,102,HAND GUN,AA,Adult Arrest,110,,,,HATTERAS                     ST,SEPULVEDA                    BL,34.1758,-118.4662
140217241,9/10/2014 0:00,9/9/2014 0:00,2013,2,Rampart,238,1,110,CRIMINAL HOMICIDE,1100 0430 0906,18,M,H,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,110,,,,100 N  TOLUCA                       ST,,34.0616,-118.2586
141606219,3/4/2014 0:00,3/1/2014 0:00,1200,16,Foothill,1638,1,110,CRIMINAL HOMICIDE,1100 0430 2000 0302 1414 1202 1407,60,M,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102,HAND GUN,AA,Adult Arrest,110,998,,,10400    PLAINVIEW                    AV,,34.2574,-118.2979
140210166,4/30/2014 0:00,4/30/2014 0:00,1317,2,Rampart,256,1,110,CRIMINAL HOMICIDE,0430 1100,55,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110,,,,WILSHIRE                     BL,BURLINGTON                   AV,34.0564,-118.2725
141804741,1/14/2014 0:00,1/14/2014 0:00,1130,18,Southeast,1827,1,110,CRIMINAL HOMICIDE,0430 1100 1816 1270 0906 1820,19,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110,,,,10000    ANZAC                        AV,,33.9457,-118.2379
141111393,6/5/2014 0:00,6/5/2014 0:00,1055,11,Northeast,1162,1,110,CRIMINAL HOMICIDE,1402 0430 1100 0906,19,M,H,102,SIDEWALK,102,HAND GUN,AA,Adult Arrest,110,998,,,4300 W  SUNSET                       BL,,34.0947,-118.2828
141224928,11/18/2014 0:00,11/17/2014 0:00,1900,12,77th Street,1207,1,110,CRIMINAL HOMICIDE,0302 0334 0342 0430 0906 1100 1407 1822,36,M,B,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,110,,,,4600 S  VERMONT                      AV,,34.0017,-118.2915
141818758,10/19/2014 0:00,10/19/2014 0:00,5,18,Southeast,1823,1,110,CRIMINAL HOMICIDE,1402 1202 0400 0906,70,M,H,121,YARD (RESIDENTIAL/BUSINESS),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110,,,,400 E  102ND                        ST,,33.9438,-118.2673
140218535,10/2/2014 0:00,10/2/2014 0:00,258,2,Rampart,211,1,110,CRIMINAL HOMICIDE,1100 0334 0430 1402 1407,47,M,B,101,STREET,102,HAND GUN,AA,Adult Arrest,110,998,,,600 N  KENMORE                      AV,,34.0813,-118.2966
140614842,8/12/2014 0:00,8/12/2014 0:00,1200,6,Hollywood,665,1,110,CRIMINAL HOMICIDE,416,36,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,110,,,,CITRUS                       AV,LEXINGTON                    AV,34.0926,-118.3395
141810706,5/15/2014 0:00,5/15/2014 0:00,49,18,Southeast,1836,1,110,CRIMINAL HOMICIDE,2000 1814 0411,35,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",207,OTHER KNIFE,AA,Adult Arrest,110,,,,1400 E  109TH                        ST,,33.9368,-118.25
140906013,2/10/2014 0:00,2/10/2014 0:00,1815,9,Van Nuys,948,1,110,CRIMINAL HOMICIDE,0430 1100 1402 0906,28,M,W,108,PARKING LOT,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110,998,,,13600    BURBANK                      BL,,34.1722,-118.429
140413830,9/6/2014 0:00,9/6/2014 0:00,20,4,Hollenbeck,439,1,110,CRIMINAL HOMICIDE,1402 1100 0430 1309 0371 0906 0319 0202 0216,21,M,H,102,SIDEWALK,102,HAND GUN,AO,Adult Other,110,998,,,5300    VALLEY                       BL,,34.0745,-118.1681
140904348,1/8/2014 0:00,1/8/2014 0:00,640,9,Van Nuys,933,1,110,CRIMINAL HOMICIDE,0906 0430 1100,22,M,H,102,SIDEWALK,102,HAND GUN,AA,Adult Arrest,110,,,,6200    CEDROS                       AV,,34.1827,-118.4531
141811592,5/31/2014 0:00,5/30/2014 0:00,2135,18,Southeast,1822,1,110,CRIMINAL HOMICIDE,1100 0430 1822 0906,29,M,O,104,DRIVEWAY,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110,,,,100 W  COLDEN                       AV,,33.9492,-118.2739
140606456,2/10/2014 0:00,2/10/2014 0:00,800,6,Hollywood,644,1,110,CRIMINAL HOMICIDE,0416 1402,82,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110,998,,,1400 N  VISTA                        ST,,34.0962,-118.3517
141924187,12/21/2014 0:00,12/21/2014 0:00,400,19,Mission,1988,1,110,CRIMINAL HOMICIDE,0411 0603 0371 0445 2002 0416 0446 0417 0913 0906,37,M,H,101,STREET,207,OTHER KNIFE,AA,Adult Arrest,110,,,,8800    BEACHY                       AV,,34.2293,-118.4176
141323781,12/20/2014 0:00,12/20/2014 0:00,1350,13,Newton,1383,1,110,CRIMINAL HOMICIDE,1100 0430 1309 0906 1402,24,M,H,108,PARKING LOT,102,HAND GUN,AA,Adult Arrest,110,998,,,5900 S  BROADWAY,,33.9869,-118.2783
140207066,3/1/2014 0:00,2/28/2014 0:00,2200,2,Rampart,245,1,110,CRIMINAL HOMICIDE,1402 0411,19,M,H,101,STREET,223,UNKNOWN TYPE CUTTING INSTRUMENT,AA,Adult Arrest,110,998,,,400 S  PARK VIEW                    ST,,34.064,-118.2766
142015694,9/2/2014 0:00,9/2/2014 0:00,205,20,Olympic,2069,1,110,CRIMINAL HOMICIDE,1402 1407 0913 1813 1814 2000 0334 1100 0430 1419,23,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",101,REVOLVER,AA,Adult Arrest,110,998,,,1200    MENLO                        AV,,34.049,-118.2907
141612794,8/24/2014 0:00,8/24/2014 0:00,648,16,Foothill,1602,1,110,CRIMINAL HOMICIDE,1310 0302 1414 1409 1100 0430,59,F,H,101,STREET,104,SHOTGUN,AA,Adult Arrest,110,,,,12900    FILMORE                      ST,,34.2773,-118.414
141901151,10/13/2014 0:00,10/12/2014 0:00,1205,19,Mission,1963,1,110,CRIMINAL HOMICIDE,0430 1501 1100 0305 1313,22,M,H,101,STREET,102,HAND GUN,AA,Adult Arrest,110,998,,,14600    NOVICE                       ST,,34.2437,-118.4502
141822247,12/28/2014 0:00,12/27/2014 0:00,1615,18,Southeast,1801,1,110,CRIMINAL HOMICIDE,0342 1100 0430 0302 0906,26,M,B,108,PARKING LOT,102,HAND GUN,AA,Adult Arrest,110,,,,8800 S  FIGUEROA                     ST,,33.9574,-118.2827
140211821,6/1/2014 0:00,6/1/2014 0:00,245,2,Rampart,217,1,110,CRIMINAL HOMICIDE,1100 0430 1402,35,M,H,101,STREET,106,UNKNOWN FIREARM,AA,Adult Arrest,110,998,,,ALVARADO,SANTA YNEZ                   ST,34.0759,-118.2645
141806999,3/2/2014 0:00,3/2/2014 0:00,120,18,Southeast,1822,1,110,CRIMINAL HOMICIDE,1402 0407,19,F,B,101,STREET,506,FIRE,AA,Adult Arrest,110,,,,9300 S  GRAND                        AV,,33.9519,-118.2797
141507132,3/4/2014 0:00,3/4/2014 0:00,430,15,N Hollywood,1508,1,110,CRIMINAL HOMICIDE,1270 1223 0302 1300 0400 0906 1100 0430,26,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,110,,,,DENNY,COHASSET,34.2067,-118.3648
140324633,12/29/2014 0:00,12/29/2014 0:00,1500,3,Southwest,351,1,110,CRIMINAL HOMICIDE,0345 0445 0416 0906,43,M,B,109,PARK/PLAYGROUND,500,UNKNOWN WEAPON/OTHER WEAPON,JA,Juv Arrest,110,,,,5000    RODEO                        RD,,34.0215,-118.3524
141307594,3/5/2014 0:00,3/5/2014 0:00,830,13,Newton,1362,1,110,CRIMINAL HOMICIDE,0407 1257,0,M,H,707,GARAGE/CARPORT,506,FIRE,AA,Adult Arrest,110,,,,100 E  50TH                         ST,,33.9974,-118.274
141811855,6/5/2014 0:00,6/5/2014 0:00,4,18,Southeast,1846,1,110,CRIMINAL HOMICIDE,0906 0411 0429 1218,48,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",207,OTHER KNIFE,AA,Adult Arrest,110,,,,1200 E  IMPERIAL                     HY,,33.9323,-118.2502
140115984,7/5/2014 0:00,7/5/2014 0:00,1350,1,Central,146,1,110,CRIMINAL HOMICIDE,0411 1808,59,M,B,503,HOTEL,207,OTHER KNIFE,AO,Adult Other,110,,,,200 E  5TH                          ST,,34.0461,-118.2476
141323120,12/9/2014 0:00,12/9/2014 0:00,1927,13,Newton,1361,1,110,CRIMINAL HOMICIDE,1402 0430 0906 1100,19,M,B,101,STREET,102,HAND GUN,AA,Adult Arrest,110,998,,,100 W  50TH                         ST,,33.9974,-118.274
140620189,10/5/2014 0:00,10/5/2014 0:00,430,6,Hollywood,676,1,110,CRIMINAL HOMICIDE,400,52,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110,,,,6300    WILLOUGHBY                   AV,,34.0871,-118.331
140105186,1/18/2014 0:00,1/17/2014 0:00,2200,1,Central,159,1,110,CRIMINAL HOMICIDE,430,27,F,H,122,"VEHICLE, PASSENGER/TRUCK",102,HAND GUN,AA,Adult Arrest,110,,,,600 S  SANTA FE                     AV,,34.0383,-118.2305
141917046,8/12/2014 0:00,8/11/2014 0:00,2028,19,Mission,1916,1,110,CRIMINAL HOMICIDE,1241 1813 0360 0395 0602 2002 1402 2000 0430 1100,45,F,H,501,SINGLE FAMILY DWELLING,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110,998,,,14000    HERRON                       ST,,34.3047,-118.4383
141214418,6/14/2014 0:00,6/14/2014 0:00,2100,12,77th Street,1259,1,110,CRIMINAL HOMICIDE,1402 0554 0602 1100 0430 0302 0400 0906 1270,48,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102,HAND GUN,AO,Adult Other,110,,,,800 E  78TH                         ST,,33.9685,-118.2608
141500844,5/29/2014 0:00,5/29/2014 0:00,605,15,N Hollywood,1511,1,110,CRIMINAL HOMICIDE,1100 0430 1307 0302 1402 1407 0913 1310 1414 0603,38,M,H,108,PARKING LOT,109,SEMI-AUTOMATIC PISTOL,AO,Adult Other,110,,,,7300    FULTON                       AV,,34.2029,-118.4225
140612688,5/30/2014 0:00,5/30/2014 0:00,130,6,Hollywood,636,1,110,CRIMINAL HOMICIDE,0430 1402 1407,28,M,B,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,110,998,,,1700 N  LAS PALMAS                   AV,,34.1016,-118.3361
142008952,4/16/2014 0:00,4/16/2014 0:00,1230,20,Olympic,2035,1,110,CRIMINAL HOMICIDE,1402 0913 0552 0400,0,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110,998,,,700 S  MARIPOSA                     AV,,34.0598,-118.2987
142100509,1/9/2014 0:00,1/9/2014 0:00,1301,21,Topanga,2115,1,110,CRIMINAL HOMICIDE,1402 0416 0437 1814 2000,30,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,110,998,,,21900    ROSCOE                       BL,,34.2197,-118.6045
140326071,12/22/2014 0:00,12/22/2014 0:00,1830,3,Southwest,359,1,110,CRIMINAL HOMICIDE,1202 0411 0344 0906,62,F,H,102,SIDEWALK,223,UNKNOWN TYPE CUTTING INSTRUMENT,AA,Adult Arrest,110,210,,,ADAMS                        BL,CATALINA,34.0328,-118.2943
140404702,1/17/2014 0:00,1/17/2014 0:00,1725,4,Hollenbeck,457,1,110,CRIMINAL HOMICIDE,1402 1407 1100 0430 0906 1416,25,M,H,119,"PORCH, RESIDENTIAL",109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110,998,,,600 N  FICKETT                      ST,,34.0486,-118.2041
141222486,10/13/2014 0:00,10/12/2014 0:00,1210,12,77th Street,1269,1,110,CRIMINAL HOMICIDE,1100 1309 0430 0302 1822 0906,28,M,B,101,STREET,106,UNKNOWN FIREARM,AA,Adult Arrest,110,,,,8100    AVALON                       BL,,33.9656,-118.2651
140318831,9/1/2014 0:00,9/1/2014 0:00,2101,3,Southwest,335,1,110,CRIMINAL HOMICIDE,1313 0906 1100 0430,25,F,B,103,ALLEY,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110,,,,3100    9TH                          AV,,34.0263,-118.3272
140619392,9/21/2014 0:00,9/21/2014 0:00,40,6,Hollywood,646,1,110,CRIMINAL HOMICIDE,400,54,M,H,102,SIDEWALK,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,110,,,,6700    HOLLYWOOD                    BL,,34.1016,-118.3361
141211979,5/9/2014 0:00,5/9/2014 0:00,1,12,77th Street,1243,1,110,CRIMINAL HOMICIDE,0302 1100 0430 1402 1407 1822 0906,54,M,B,104,DRIVEWAY,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110,,,,1900 W  71ST                         ST,,33.9754,-118.3112
141211431,5/1/2014 0:00,4/30/2014 0:00,1325,12,77th Street,1241,1,110,CRIMINAL HOMICIDE,0302 0334 0430 0906 1100 1251 1309 1407 1822,19,F,H,104,DRIVEWAY,102,HAND GUN,AA,Adult Arrest,110,,,,6100    BRYNHURST                    AV,,33.9846,-118.3338
141215548,9/16/2014 0:00,6/30/2014 0:00,1800,12,77th Street,1243,1,110,CRIMINAL HOMICIDE,1501,0,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,110,,,,1800 W  71ST                         ST,,33.9754,-118.309
141616257,12/1/2014 0:00,12/1/2014 0:00,1710,16,Foothill,1602,1,110,CRIMINAL HOMICIDE,0411 1414 1409 0334 0360,20,M,H,101,STREET,223,UNKNOWN TYPE CUTTING INSTRUMENT,AA,Adult Arrest,110,998,,,SPROULE                      AV,VAN NUYS                     BL,34.2797,-118.4079
141223339,10/25/2014 0:00,10/25/2014 0:00,20,12,77th Street,1267,1,110,CRIMINAL HOMICIDE,1100 0906 1402 1407 0430 0302 1310,28,M,B,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110,,,,800 W  84TH                         ST,,33.9625,-118.2871
141810469,5/10/2014 0:00,5/10/2014 0:00,25,18,Southeast,1864,1,110,CRIMINAL HOMICIDE,1100 0430 1310 0302 1822 0329 0906,38,M,B,103,ALLEY,102,HAND GUN,IC,Invest Cont,110,,,,900 E  120TH                        ST,,33.9237,-118.2597
141210902,4/22/2014 0:00,4/22/2014 0:00,1900,12,77th Street,1241,1,110,CRIMINAL HOMICIDE,1309 0342 1100 0430 0906 1270 1822 1313,39,M,B,102,SIDEWALK,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110,,,,6400    BRYNHURST                    AV,,33.9817,-118.3338
140809088,5/12/2014 0:00,5/12/2014 0:00,900,8,West LA,889,1,110,CRIMINAL HOMICIDE,1501,3,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,110,,,,2000 S  CORNING                      ST,,34.041,-118.3802
141600871,4/15/2014 0:00,4/15/2014 0:00,1435,16,Foothill,1613,1,110,CRIMINAL HOMICIDE,1100 0430 0913 0603 0302 0312 1414 1402,56,M,B,707,GARAGE/CARPORT,102,HAND GUN,AA,Adult Arrest,110,998,,,11300    DRONFIELD                    AV,,34.2755,-118.402
141816567,9/3/2014 0:00,9/3/2014 0:00,1205,18,Southeast,1861,1,110,CRIMINAL HOMICIDE,0302 1100 0430 0906,33,M,H,101,STREET,102,HAND GUN,AA,Adult Arrest,110,,,,500 W  117TH                        ST,,33.9274,-118.2826
140321943,10/17/2014 0:00,10/17/2014 0:00,1945,3,Southwest,357,1,110,CRIMINAL HOMICIDE,1402 1310 1311 0411 0429 0906,25,F,H,101,STREET,223,UNKNOWN TYPE CUTTING INSTRUMENT,AA,Adult Arrest,110,,,,1200 W  36TH                         PL,,34.0221,-118.2944
140112251,5/9/2014 0:00,5/9/2014 0:00,2300,1,Central,166,1,110,CRIMINAL HOMICIDE,1402 0416 0400,57,F,W,505,MOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110,998,,,400 E  7TH                          ST,,34.0419,-118.2485
141901235,11/10/2014 0:00,11/9/2014 0:00,115,19,Mission,1918,1,110,CRIMINAL HOMICIDE,0319 0302 1816 1100 0906 0430,21,M,H,102,SIDEWALK,102,HAND GUN,AA,Adult Arrest,110,,,,DRONFIELD,RAVEN,34.3081,-118.4376
141809896,4/29/2014 0:00,4/29/2014 0:00,700,18,Southeast,1846,1,110,CRIMINAL HOMICIDE,0342 0906,43,M,B,101,STREET,102,HAND GUN,IC,Invest Cont,110,,,,115TH                        ST,SUCCESS                      AV,33.9303,-118.2493
140613872,6/18/2014 0:00,6/18/2014 0:00,2135,6,Hollywood,666,1,110,CRIMINAL HOMICIDE,416,57,M,H,210,RESTAURANT/FAST FOOD,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110,,,,1400    VINE                         ST,,34.0962,-118.3266
140406371,3/1/2014 0:00,3/1/2014 0:00,2236,4,Hollenbeck,422,1,110,CRIMINAL HOMICIDE,1100 0302 0430 0906,18,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",103,RIFLE,IC,Invest Cont,110,998,,,2200    GRIFFIN                      AV,,34.0702,-118.2116
141100695,4/30/2014 0:00,4/29/2014 0:00,1200,11,Northeast,1141,1,110,CRIMINAL HOMICIDE,1100 0430 1402,62,M,W,401,MINI-MART,102,HAND GUN,IC,Invest Cont,110,998,,,5000    HOLLYWOOD                    BL,,34.1018,-118.2984
141204737,1/14/2014 0:00,1/13/2014 0:00,2000,12,77th Street,1259,1,110,CRIMINAL HOMICIDE,1100 0302 1419 1407 1822 0906 0430,42,M,B,501,SINGLE FAMILY DWELLING,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110,,,,700 E  76TH                         PL,,33.9703,-118.263
141206596,2/12/2014 0:00,2/12/2014 0:00,1037,12,77th Street,1218,1,110,CRIMINAL HOMICIDE,1407 1402 0605 0430 1318 1309 1100 0906,22,M,B,101,STREET,102,HAND GUN,AA,Adult Arrest,110,998,,,57TH,HOOVER,33.9905,-118.2871
140311221,5/20/2014 0:00,5/20/2014 0:00,1200,3,Southwest,301,1,110,CRIMINAL HOMICIDE,0429 1218 0913 0400 0416,54,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110,,,,5400 W  ADAMS                        BL,,34.0325,-118.3604
140412734,8/10/2014 0:00,8/10/2014 0:00,15,4,Hollenbeck,422,1,110,CRIMINAL HOMICIDE,1402 0302 1100 0430 1310 1300 3101 3401 3701 3011,40,M,H,103,ALLEY,106,UNKNOWN FIREARM,IC,Invest Cont,110,998,,,2200    THOMAS                       ST,,34.0703,-118.2051
140509062,5/3/2014 0:00,5/3/2014 0:00,345,5,Harbor,531,1,110,CRIMINAL HOMICIDE,1402 1212 0605 0416 0906 1300 1309 1310 3027 3029,0,M,H,101,STREET,307,VEHICLE,AA,Adult Arrest,110,998,,,ANAHEIM                      ST,SENATOR                      AV,33.7849,-118.303
140126891,12/8/2014 0:00,12/8/2014 0:00,1006,1,Central,112,1,110,CRIMINAL HOMICIDE,2004 1218 0411 1238 0416,46,M,B,710,OTHER PREMISE,207,OTHER KNIFE,AA,Adult Arrest,110,,,,BROADWAY,HOLLYWOOD                    FY,34.057,-118.2437
140311642,7/14/2014 0:00,4/21/2014 0:00,1600,3,Southwest,379,1,110,CRIMINAL HOMICIDE,0342 1810 0416 0417 0319 0418 0425 0429,44,M,W,504,OTHER RESIDENCE,310,CONCRETE BLOCK/BRICK,AA,Adult Arrest,110,,,,1000    LEIGHTON                     AV,,34.0132,-118.2915
141112561,6/29/2014 0:00,6/29/2014 0:00,515,11,Northeast,1163,1,110,CRIMINAL HOMICIDE,1402 0906 1100 0430,33,M,B,210,RESTAURANT/FAST FOOD,102,HAND GUN,AA,Adult Arrest,110,998,,,1100 N  VERMONT                      AV,,34.0909,-118.2917
140305676,1/29/2014 0:00,1/29/2014 0:00,1450,3,Southwest,343,1,110,CRIMINAL HOMICIDE,1402 0411 0342 1414 0906,26,M,B,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,110,998,,,COLISEUM                     AV,S  LA BREA                      AV,34.0183,-118.3556
142009416,4/29/2014 0:00,4/29/2014 0:00,1230,20,Olympic,2013,1,110,CRIMINAL HOMICIDE,0913 0552 0400,0,M,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,110,,,,100 S  OXFORD                       AV,,34.0737,-118.3079
140305920,2/2/2014 0:00,2/2/2014 0:00,2135,3,Southwest,363,1,110,CRIMINAL HOMICIDE,1100 1309 0207 0906 1402 1315 1313 0371 0302 0430,37,M,B,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,110,,,,4000    ABOURNE                      RD,,34.0125,-118.3435
140113400,5/29/2014 0:00,5/29/2014 0:00,105,1,Central,166,1,110,CRIMINAL HOMICIDE,1300,59,M,B,101,STREET,307,VEHICLE,IC,Invest Cont,110,,,,600 S  SAN PEDRO                    ST,,34.0423,-118.2452
140323021,11/3/2014 0:00,11/3/2014 0:00,700,3,Southwest,326,1,110,CRIMINAL HOMICIDE,0906 1309 0353 0395 0442 1822,22,M,B,501,SINGLE FAMILY DWELLING,106,UNKNOWN FIREARM,IC,Invest Cont,110,,,,2600 S  BUDLONG                      AV,,34.0328,-118.2959
140407378,3/26/2014 0:00,3/26/2014 0:00,1510,4,Hollenbeck,489,1,110,CRIMINAL HOMICIDE,0430 1100 0906 0216 1407 1402 0342 0371 0302,26,M,H,102,SIDEWALK,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110,998,,,2800    WYNWOOD                      LN,,34.026,-118.2162
141219504,8/31/2014 0:00,8/31/2014 0:00,240,12,77th Street,1213,1,110,CRIMINAL HOMICIDE,1402 1407 1100 0302 0430 0906 1270,30,M,B,108,PARKING LOT,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110,,,,5400 S  WESTERN                      AV,,33.9933,-118.3089
142004874,1/20/2014 0:00,1/20/2014 0:00,1350,20,Olympic,2014,1,110,CRIMINAL HOMICIDE,1402 1407 0342 0302 0334 0906 1816 1100 0430 1270,19,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110,998,,,4000 W  3RD                          ST,,34.069,-118.3004
141810453,5/10/2014 0:00,5/10/2014 0:00,16,18,Southeast,1863,1,110,CRIMINAL HOMICIDE,1317 1309 1313 1822 0906 1402 1407 1100 0302 0430,26,M,B,101,STREET,102,HAND GUN,IC,Invest Cont,110,,,,300 E  116TH                        ST,,33.9292,-118.2695
140313459,6/7/2014 0:00,6/7/2014 0:00,500,3,Southwest,375,1,110,CRIMINAL HOMICIDE,411,50,M,H,146,PATIO*,223,UNKNOWN TYPE CUTTING INSTRUMENT,AO,Adult Other,110,,,,3900 S  WESTERN                      AV,,34.0146,-118.3089
141819889,11/8/2014 0:00,11/7/2014 0:00,2145,18,Southeast,1826,1,110,CRIMINAL HOMICIDE,0906 0342 1310 0302 1100 0430 1309 0326 0202 0309,28,M,B,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110,,,,1500 E  92ND                         ST,,33.9534,-118.2475
141811219,5/24/2014 0:00,5/23/2014 0:00,2300,18,Southeast,1806,1,110,CRIMINAL HOMICIDE,0342 1309 0411 1402,28,M,H,102,SIDEWALK,218,OTHER CUTTING INSTRUMENT,IC,Invest Cont,110,998,,,900 E  91ST                         ST,,33.9538,-118.2586
141806226,2/15/2014 0:00,2/14/2014 0:00,1900,18,Southeast,1846,1,110,CRIMINAL HOMICIDE,0906 1822 0411 1202 1218,62,M,B,108,PARKING LOT,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,AA,Adult Arrest,110,,,,1500 E  112TH                        ST,,33.9332,-118.2485
141210939,4/24/2014 0:00,4/23/2014 0:00,1654,12,77th Street,1209,1,110,CRIMINAL HOMICIDE,0906 1310 1822 0309 1100 0302 0430 0429 0342,29,M,H,101,STREET,106,UNKNOWN FIREARM,AA,Adult Arrest,110,,,,FLOWER                       ST,48TH,33.9992,-118.2813
141209346,3/29/2014 0:00,3/28/2014 0:00,2150,12,77th Street,1253,1,110,CRIMINAL HOMICIDE,0430 0906,43,M,B,103,ALLEY,102,HAND GUN,IC,Invest Cont,110,,,,2100 W  FLORENCE                     AV,,33.9746,-118.3158
141209257,3/27/2014 0:00,3/27/2014 0:00,1340,12,77th Street,1251,1,110,CRIMINAL HOMICIDE,0906 1100 0450 1402 1407 1409 0430 1822,37,M,B,102,SIDEWALK,102,HAND GUN,AA,Adult Arrest,110,,,,6800    11TH                         AV,,33.9776,-118.3294
